locatie_id,volgnummer,apparaat_id,type,status,statusReason,timestamp
1011001,01,611057,Sealbag-automaat,Available,False,2024-09-14 21:07:50
1011001,02,811798,Geld storten en opnemen,Unavailable,True,2024-09-14 21:07:50
1011001,03,920366,Geldautomaat,Available,False,2024-09-14 21:07:50
1011002,01,911448,Geldautomaat,Available,False,2024-09-14 21:07:51
1011003,01,921129,Geldautomaat,Available,False,2024-09-14 21:07:52
1012001,01,812212,Geld storten en opnemen,Available,True,2024-09-14 21:07:53
1012002,01,810363,Geld storten en opnemen,Available,True,2024-09-14 21:07:54
1012006,01,914201,Geldautomaat,Available,False,2024-09-14 21:07:54
1012007,01,921130,Geldautomaat,Available,False,2024-09-14 21:07:55
1012009,01,921137,Geldautomaat,Available,False,2024-09-14 21:07:56
1012013,01,920974,Geldautomaat,Available,False,2024-09-14 21:07:57
1012013,02,812414,Geld storten en opnemen,Unavailable,False,2024-09-14 21:07:57
1012013,03,611347,Sealbag-automaat,Available,False,2024-09-14 21:07:57
1012014,01,812450,Geld storten en opnemen,Available,True,2024-09-14 21:07:58
1012014,02,812469,Geld storten en opnemen,Available,True,2024-09-14 21:07:58
1012015,01,920286,Geldautomaat,Unavailable,False,2024-09-14 21:07:58
1012015,02,611463,Sealbag-automaat,Available,False,2024-09-14 21:07:58
1012017,01,812969,Geld storten en opnemen,Available,True,2024-09-14 21:07:59
1012017,02,812971,Geld storten en opnemen,Unavailable,True,2024-09-14 21:07:59
1012017,03,812972,Geld storten en opnemen,Available,True,2024-09-14 21:07:59
1012017,04,812970,Geld storten en opnemen,Unavailable,False,2024-09-14 21:07:59
1012018,01,914888,Geldautomaat,Available,False,2024-09-14 21:07:59
1013001,01,921139,Geldautomaat,Available,False,2024-09-14 21:08:00
1013002,01,921142,Geldautomaat,Available,False,2024-09-14 21:08:01
1013003,01,811960,Geld storten en opnemen,Available,True,2024-09-14 21:08:01
1013003,02,813033,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:01
1015001,01,811741,Geld storten en opnemen,Available,True,2024-09-14 21:08:02
1015002,01,921051,Geldautomaat,Available,False,2024-09-14 21:08:02
1015003,01,920706,Geldautomaat,Available,False,2024-09-14 21:08:03
1016002,01,921393,Geldautomaat,Available,False,2024-09-14 21:08:03
1016004,01,930098,Geldautomaat,Unavailable,False,2024-09-14 21:08:04
1016005,01,914064,Geldautomaat,Unavailable,False,2024-09-14 21:08:04
1017006,01,911449,Geldautomaat,Unavailable,False,2024-09-14 21:08:06
1017007,01,921052,Geldautomaat,Available,False,2024-09-14 21:08:07
1017008,01,921143,Geldautomaat,Available,False,2024-09-14 21:08:07
1017009,01,911452,Geldautomaat,Available,False,2024-09-14 21:08:08
1017009,02,610019,Sealbag-automaat,Available,False,2024-09-14 21:08:08
1017011,01,812816,Geld storten en opnemen,Available,True,2024-09-14 21:08:09
1017011,02,812814,Geld storten en opnemen,Available,True,2024-09-14 21:08:09
1017011,03,812815,Geld storten en opnemen,Available,True,2024-09-14 21:08:09
1017011,04,611088,Sealbag-automaat,Available,False,2024-09-14 21:08:09
1017012,01,921151,Geldautomaat,Available,False,2024-09-14 21:08:09
1018002,01,921483,Geldautomaat,Available,False,2024-09-14 21:08:10
1018003,01,921530,Geldautomaat,Available,False,2024-09-14 21:08:10
1018004,01,921394,Geldautomaat,Available,False,2024-09-14 21:08:11
1018005,01,811066,Geld storten en opnemen,Available,True,2024-09-14 21:08:11
1019001,01,912160,Geldautomaat,Available,False,2024-09-14 21:08:12
1019004,01,812389,Geld storten en opnemen,Available,True,2024-09-14 21:08:13
1019004,02,812821,Geld storten en opnemen,Available,True,2024-09-14 21:08:13
1024001,01,921301,Geldautomaat,Available,False,2024-09-14 21:08:13
1024002,01,920980,Geldautomaat,Available,False,2024-09-14 21:08:14
1024004,01,811469,Geld storten en opnemen,Available,True,2024-09-14 21:08:14
1025002,01,912151,Geldautomaat,Available,False,2024-09-14 21:08:15
1025005,01,610938,Sealbag-automaat,Available,False,2024-09-14 21:08:15
1025005,02,913574,Geldautomaat,Available,False,2024-09-14 21:08:15
1031003,01,930091,Geldautomaat,Available,False,2024-09-14 21:08:16
1031005,01,920404,Geldautomaat,Available,False,2024-09-14 21:08:17
1031006,01,812538,Geld storten en opnemen,Available,True,2024-09-14 21:08:17
1033002,01,921255,Geldautomaat,Available,False,2024-09-14 21:08:18
1034001,01,920276,Geldautomaat,Available,False,2024-09-14 21:08:18
1034002,01,811049,Geld storten en opnemen,Available,True,2024-09-14 21:08:19
1035002,01,921344,Geldautomaat,Available,False,2024-09-14 21:08:19
1035003,01,811274,Geld storten en opnemen,Available,True,2024-09-14 21:08:20
1035004,01,913080,Geldautomaat,Unavailable,False,2024-09-14 21:08:20
1035005,01,812593,Geld storten en opnemen,Available,True,2024-09-14 21:08:21
1051006,01,812429,Geld storten en opnemen,Available,True,2024-09-14 21:08:22
1052001,01,930184,Geldautomaat,Available,False,2024-09-14 21:08:22
1053003,01,921490,Geldautomaat,Available,False,2024-09-14 21:08:23
1053005,01,811795,Geld storten en opnemen,Available,True,2024-09-14 21:08:23
1053006,01,921363,Geldautomaat,Available,False,2024-09-14 21:08:24
1053009,01,812931,Geld storten en opnemen,Available,True,2024-09-14 21:08:24
1053009,02,920354,Geldautomaat,Available,False,2024-09-14 21:08:24
1053009,03,611456,Sealbag-automaat,Available,False,2024-09-14 21:08:24
1053010,01,812934,Geld storten en opnemen,Available,True,2024-09-14 21:08:25
1053010,02,812936,Geld storten en opnemen,Available,True,2024-09-14 21:08:25
1053010,03,812935,Geld storten en opnemen,Available,True,2024-09-14 21:08:25
1053010,04,812933,Geld storten en opnemen,Available,True,2024-09-14 21:08:25
1053010,05,812932,Geld storten en opnemen,Unavailable,True,2024-09-14 21:08:25
1054002,01,921366,Geldautomaat,Available,False,2024-09-14 21:08:26
1054003,01,921168,Geldautomaat,Available,False,2024-09-14 21:08:26
1055003,01,930158,Geldautomaat,Available,False,2024-09-14 21:08:27
1055004,01,921316,Geldautomaat,Available,False,2024-09-14 21:08:27
1055006,01,811476,Geld storten en opnemen,Available,True,2024-09-14 21:08:28
1055006,02,811321,Geld storten en opnemen,Available,True,2024-09-14 21:08:28
1056002,01,921088,Geldautomaat,Available,False,2024-09-14 21:08:28
1056004,01,921491,Geldautomaat,Available,False,2024-09-14 21:08:29
1056005,01,811255,Geld storten en opnemen,Available,True,2024-09-14 21:08:29
1057003,01,910036,Geldautomaat,Available,False,2024-09-14 21:08:30
1057005,01,910064,Geldautomaat,Available,False,2024-09-14 21:08:31
1058002,01,811251,Geld storten en opnemen,Available,True,2024-09-14 21:08:31
1058002,02,610927,Sealbag-automaat,Available,False,2024-09-14 21:08:31
1059001,01,921093,Geldautomaat,Available,False,2024-09-14 21:08:32
1062001,01,812339,Geld storten en opnemen,Available,True,2024-09-14 21:08:32
1062002,01,921525,Geldautomaat,Available,False,2024-09-14 21:08:33
1062003,01,921287,Geldautomaat,Available,False,2024-09-14 21:08:33
1062004,01,810021,Geld storten en opnemen,Available,True,2024-09-14 21:08:34
1062004,02,611024,Sealbag-automaat,Available,False,2024-09-14 21:08:34
1062006,01,812615,Geld storten en opnemen,Available,True,2024-09-14 21:08:34
1063001,01,912611,Geldautomaat,Available,False,2024-09-14 21:08:35
1063001,02,611286,Sealbag-automaat,Available,False,2024-09-14 21:08:35
1063002,01,921372,Geldautomaat,Available,False,2024-09-14 21:08:36
1063004,01,810710,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:36
1063004,02,920848,Geldautomaat,Available,False,2024-09-14 21:08:36
1063004,03,810711,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:36
1063006,01,812976,Geld storten en opnemen,Available,True,2024-09-14 21:08:37
1063006,02,811288,Geld storten en opnemen,Available,True,2024-09-14 21:08:37
1065003,01,921099,Geldautomaat,Available,False,2024-09-14 21:08:37
1065004,01,811719,Geld storten en opnemen,Available,True,2024-09-14 21:08:38
1066003,01,811278,Geld storten en opnemen,Available,True,2024-09-14 21:08:39
1066004,01,921373,Geldautomaat,Available,False,2024-09-14 21:08:39
1067001,01,811859,Geld storten en opnemen,Available,True,2024-09-14 21:08:40
1067002,01,921526,Geldautomaat,Available,False,2024-09-14 21:08:40
1068003,01,912154,Geldautomaat,Available,False,2024-09-14 21:08:41
1068008,01,810400,Geld storten en opnemen,Available,True,2024-09-14 21:08:43
1068011,01,812492,Geld storten en opnemen,Available,False,2024-09-14 21:08:43
1068011,02,812806,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:43
1068011,03,812493,Geld storten en opnemen,Unavailable,True,2024-09-14 21:08:43
1068011,04,812491,Geld storten en opnemen,Available,True,2024-09-14 21:08:43
1068011,05,812805,Geld storten en opnemen,Available,True,2024-09-14 21:08:43
1068012,01,611393,Sealbag-automaat,Available,False,2024-09-14 21:08:44
1068012,02,920390,Geldautomaat,Available,False,2024-09-14 21:08:44
1069001,01,910092,Geldautomaat,Available,False,2024-09-14 21:08:44
1069002,01,811306,Geld storten en opnemen,Available,True,2024-09-14 21:08:45
1071001,01,914790,Geldautomaat,Available,False,2024-09-14 21:08:45
1071002,01,930089,Geldautomaat,Available,False,2024-09-14 21:08:46
1071005,01,812663,Geld storten en opnemen,Available,True,2024-09-14 21:08:47
1071005,02,611082,Sealbag-automaat,Available,False,2024-09-14 21:08:47
1072001,01,810109,Geld storten en opnemen,Available,True,2024-09-14 21:08:47
1072001,02,810110,Geld storten en opnemen,Available,True,2024-09-14 21:08:47
1072002,01,921532,Geldautomaat,Available,False,2024-09-14 21:08:48
1072003,01,910189,Geldautomaat,Available,False,2024-09-14 21:08:48
1072004,01,914449,Geldautomaat,Available,False,2024-09-14 21:08:49
1072004,02,812374,Geld storten en opnemen,Available,True,2024-09-14 21:08:49
1072004,03,812199,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:49
1073002,01,921541,Geldautomaat,Available,False,2024-09-14 21:08:49
1073003,01,911267,Geldautomaat,Available,False,2024-09-14 21:08:50
1073005,01,920415,Geldautomaat,Available,False,2024-09-14 21:08:51
1073005,02,611390,Sealbag-automaat,Available,False,2024-09-14 21:08:51
1073006,01,812485,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1073006,02,812486,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1073006,03,810394,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1073006,04,812484,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1073006,05,812546,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1073006,06,812487,Geld storten en opnemen,Available,True,2024-09-14 21:08:51
1076001,01,921589,Geldautomaat,Available,False,2024-09-14 21:08:52
1076002,01,910186,Geldautomaat,Available,False,2024-09-14 21:08:52
1076003,01,812131,Geld storten en opnemen,Available,True,2024-09-14 21:08:53
1077001,01,912149,Geldautomaat,Available,False,2024-09-14 21:08:53
1078001,01,921283,Geldautomaat,Available,False,2024-09-14 21:08:54
1078003,01,921358,Geldautomaat,Available,False,2024-09-14 21:08:55
1078005,01,921543,Geldautomaat,Available,False,2024-09-14 21:08:56
1078008,01,812937,Geld storten en opnemen,Unavailable,False,2024-09-14 21:08:56
1079001,01,810119,Geld storten en opnemen,Available,True,2024-09-14 21:08:57
1079002,01,921544,Geldautomaat,Available,False,2024-09-14 21:08:57
1081001,01,910013,Geldautomaat,Available,False,2024-09-14 21:08:58
1081002,01,920322,Geldautomaat,Available,False,2024-09-14 21:08:58
1082001,01,910290,Geldautomaat,Available,False,2024-09-14 21:08:59
1082002,01,921114,Geldautomaat,Available,False,2024-09-14 21:08:59
1082003,01,610527,Sealbag-automaat,Available,False,2024-09-14 21:09:00
1082003,02,813080,Geld storten en opnemen,Available,True,2024-09-14 21:09:00
1082003,03,811914,Geld storten en opnemen,Available,True,2024-09-14 21:09:00
1083001,01,910210,Geldautomaat,Available,False,2024-09-14 21:09:01
1087002,01,930151,Geldautomaat,Available,False,2024-09-14 21:09:01
1087003,01,810035,Geld storten en opnemen,Available,True,2024-09-14 21:09:02
1087005,01,812823,Geld storten en opnemen,Available,True,2024-09-14 21:09:03
1091002,01,914668,Geldautomaat,Available,False,2024-09-14 21:09:03
1091003,01,921549,Geldautomaat,Available,False,2024-09-14 21:09:04
1091004,01,921550,Geldautomaat,Available,False,2024-09-14 21:09:04
1091007,01,813004,Geld storten en opnemen,Available,True,2024-09-14 21:09:05
1092001,01,921551,Geldautomaat,Available,False,2024-09-14 21:09:05
1093001,01,921050,Geldautomaat,Available,False,2024-09-14 21:09:06
1093003,01,912557,Geldautomaat,Available,False,2024-09-14 21:09:07
1093004,01,921082,Geldautomaat,Available,False,2024-09-14 21:09:07
1093008,01,811455,Geld storten en opnemen,Available,True,2024-09-14 21:09:08
1093009,01,810680,Geld storten en opnemen,Available,True,2024-09-14 21:09:08
1093011,01,813054,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1093011,02,914887,Geldautomaat,Available,False,2024-09-14 21:09:09
1093011,03,611484,Sealbag-automaat,Available,False,2024-09-14 21:09:09
1093012,01,813055,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1093012,02,813058,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1093012,03,813056,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1093012,04,813059,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1093012,05,813057,Geld storten en opnemen,Available,True,2024-09-14 21:09:09
1094001,01,610026,Sealbag-automaat,Available,False,2024-09-14 21:09:10
1094001,02,810090,Geld storten en opnemen,Available,True,2024-09-14 21:09:10
1094002,01,921411,Geldautomaat,Available,False,2024-09-14 21:09:10
1094003,01,920734,Geldautomaat,Unavailable,False,2024-09-14 21:09:11
1094003,02,920719,Geldautomaat,Unavailable,False,2024-09-14 21:09:11
1094009,01,812372,Geld storten en opnemen,Available,True,2024-09-14 21:09:11
1095001,01,911466,Geldautomaat,Available,False,2024-09-14 21:09:12
1098001,01,921437,Geldautomaat,Available,False,2024-09-14 21:09:13
1098002,01,921250,Geldautomaat,Available,False,2024-09-14 21:09:13
1098003,01,912603,Geldautomaat,Available,False,2024-09-14 21:09:14
1102003,01,921475,Geldautomaat,Available,False,2024-09-14 21:09:14
1102010,01,811632,Geld storten en opnemen,Available,True,2024-09-14 21:09:15
1103001,01,910292,Geldautomaat,Unavailable,False,2024-09-14 21:09:16
1103002,01,930101,Geldautomaat,Available,False,2024-09-14 21:09:17
1103003,01,812263,Geld storten en opnemen,Available,True,2024-09-14 21:09:17
1104001,01,811439,Geld storten en opnemen,Available,True,2024-09-14 21:09:18
1104002,01,921476,Geldautomaat,Available,False,2024-09-14 21:09:18
1104003,01,912739,Geldautomaat,Available,False,2024-09-14 21:09:19
1104003,02,912740,Geldautomaat,Available,False,2024-09-14 21:09:19
1105002,01,812129,Geld storten en opnemen,Available,True,2024-09-14 21:09:19
1106001,01,812666,Geld storten en opnemen,Available,True,2024-09-14 21:09:20
1106001,02,913974,Geldautomaat,Available,False,2024-09-14 21:09:20
1106004,01,921019,Geldautomaat,Available,False,2024-09-14 21:09:20
1106013,01,812297,Geld storten en opnemen,Available,True,2024-09-14 21:09:22
1106013,02,812298,Geld storten en opnemen,Available,True,2024-09-14 21:09:22
1106013,03,920976,Geldautomaat,Available,False,2024-09-14 21:09:22
1111001,01,912251,Geldautomaat,Available,False,2024-09-14 21:09:22
1111006,01,810473,Geld storten en opnemen,Unavailable,False,2024-09-14 21:09:23
1111007,01,810474,Geld storten en opnemen,Available,True,2024-09-14 21:09:23
1112004,01,813213,Geld storten en opnemen,Available,True,2024-09-14 21:09:24
1115001,01,920230,Geldautomaat,Available,False,2024-09-14 21:09:25
1121001,01,610006,Sealbag-automaat,Available,False,2024-09-14 21:09:26
1121001,02,810063,Geld storten en opnemen,Available,True,2024-09-14 21:09:26
1121003,01,811336,Geld storten en opnemen,Available,True,2024-09-14 21:09:26
1121005,01,921252,Geldautomaat,Available,False,2024-09-14 21:09:27
1131001,01,810614,Geld storten en opnemen,Available,True,2024-09-14 21:09:27
1131001,02,913909,Geldautomaat,Unavailable,False,2024-09-14 21:09:27
1131001,03,610492,Sealbag-automaat,Available,False,2024-09-14 21:09:27
1131002,01,910378,Geldautomaat,Available,False,2024-09-14 21:09:28
1131004,01,811593,Geld storten en opnemen,Available,True,2024-09-14 21:09:28
1131005,01,914811,Geldautomaat,Available,False,2024-09-14 21:09:29
1132002,01,913997,Geldautomaat,Available,False,2024-09-14 21:09:29
1132003,01,921276,Geldautomaat,Available,False,2024-09-14 21:09:30
1135002,01,913600,Geldautomaat,Available,False,2024-09-14 21:09:31
1135003,01,921278,Geldautomaat,Available,False,2024-09-14 21:09:31
1141001,01,910316,Geldautomaat,Available,False,2024-09-14 21:09:32
1141002,01,920235,Geldautomaat,Available,False,2024-09-14 21:09:32
1141002,02,610027,Sealbag-automaat,Available,False,2024-09-14 21:09:32
1141003,01,921065,Geldautomaat,Available,False,2024-09-14 21:09:33
1151001,01,920647,Geldautomaat,Available,False,2024-09-14 21:09:34
1156001,01,920245,Geldautomaat,Available,False,2024-09-14 21:09:34
1161001,01,921096,Geldautomaat,Available,False,2024-09-14 21:09:35
1161002,01,811387,Geld storten en opnemen,Available,True,2024-09-14 21:09:35
1171001,01,610072,Sealbag-automaat,Available,False,2024-09-14 21:09:36
1171001,02,810136,Geld storten en opnemen,Available,True,2024-09-14 21:09:36
1171002,01,921365,Geldautomaat,Available,False,2024-09-14 21:09:36
1171004,01,811488,Geld storten en opnemen,Available,True,2024-09-14 21:09:37
1181001,01,921369,Geldautomaat,Available,False,2024-09-14 21:09:38
1181002,01,921092,Geldautomaat,Available,False,2024-09-14 21:09:38
1181003,01,910310,Geldautomaat,Available,False,2024-09-14 21:09:39
1181006,01,812361,Geld storten en opnemen,Available,True,2024-09-14 21:09:39
1181006,02,611313,Sealbag-automaat,Available,False,2024-09-14 21:09:39
1182001,01,921104,Geldautomaat,Available,False,2024-09-14 21:09:40
1183001,01,811264,Geld storten en opnemen,Available,True,2024-09-14 21:09:40
1183002,01,921263,Geldautomaat,Available,False,2024-09-14 21:09:41
1183003,01,912772,Geldautomaat,Available,False,2024-09-14 21:09:41
1185001,01,921478,Geldautomaat,Available,False,2024-09-14 21:09:42
1185004,01,811627,Geld storten en opnemen,Available,True,2024-09-14 21:09:43
1186003,01,930104,Geldautomaat,Available,False,2024-09-14 21:09:43
1187001,01,921266,Geldautomaat,Available,False,2024-09-14 21:09:44
1187002,01,911548,Geldautomaat,Available,False,2024-09-14 21:09:45
1188001,01,921480,Geldautomaat,Available,False,2024-09-14 21:09:45
1188002,01,812699,Geld storten en opnemen,Available,True,2024-09-14 21:09:46
1211001,01,921289,Geldautomaat,Available,False,2024-09-14 21:09:47
1211006,01,810523,Geld storten en opnemen,Available,True,2024-09-14 21:09:48
1211007,01,920219,Geldautomaat,Available,False,2024-09-14 21:09:48
1211007,02,611423,Sealbag-automaat,Available,False,2024-09-14 21:09:48
1211008,01,812747,Geld storten en opnemen,Available,True,2024-09-14 21:09:49
1211008,02,812744,Geld storten en opnemen,Available,True,2024-09-14 21:09:49
1211008,03,812746,Geld storten en opnemen,Available,True,2024-09-14 21:09:49
