locatie_id,volgnummer,apparaat_id,type,status,statusReason,timestamp
1011001,01,611057,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:25
1011001,02,811798,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:25
1011001,03,920366,Geldautomaat,Unavailable,False,2024-02-23 01:37:25
1011002,01,911448,Geldautomaat,Unavailable,False,2024-02-23 01:37:25
1011003,01,910117,Geldautomaat,Unavailable,False,2024-02-23 01:37:26
1012001,01,812212,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:27
1012002,01,810363,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:27
1012006,01,914201,Geldautomaat,Unavailable,False,2024-02-23 01:37:28
1012007,01,910127,Geldautomaat,Unavailable,False,2024-02-23 01:37:29
1012009,01,910121,Geldautomaat,Unavailable,False,2024-02-23 01:37:29
1012010,01,911433,Geldautomaat,Unavailable,False,2024-02-23 01:37:30
1012013,01,914711,Geldautomaat,Unavailable,False,2024-02-23 01:37:31
1012013,02,812414,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:31
1012013,03,611347,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:31
1012014,01,812450,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:31
1012014,02,812469,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:31
1012015,01,920286,Geldautomaat,Unavailable,False,2024-02-23 01:37:32
1012015,02,611463,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:32
1012017,01,812969,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:32
1012017,02,812971,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:32
1012017,03,812972,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:32
1012017,04,812970,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:32
1012018,01,914888,Geldautomaat,Unavailable,False,2024-02-23 01:37:33
1013001,01,912155,Geldautomaat,Unavailable,False,2024-02-23 01:37:34
1013002,01,910132,Geldautomaat,Unavailable,False,2024-02-23 01:37:34
1013003,01,811960,Geld storten en opnemen,Unavailable,False,2024-02-23 01:37:35
1013003,02,813033,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:35
1015001,01,811741,Geld storten en opnemen,Unavailable,False,2024-02-23 01:37:36
1015002,01,910122,Geldautomaat,Unavailable,False,2024-02-23 01:37:36
1015003,01,910118,Geldautomaat,Unavailable,False,2024-02-23 01:37:37
1016002,01,910133,Geldautomaat,Unavailable,False,2024-02-23 01:37:37
1016005,01,914064,Geldautomaat,Unavailable,False,2024-02-23 01:37:39
1017002,01,811816,Geld storten en opnemen,Unavailable,False,2024-02-23 01:37:39
1017002,02,913906,Geldautomaat,Unavailable,False,2024-02-23 01:37:39
1017002,03,811817,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:39
1017006,01,911449,Geldautomaat,Unavailable,False,2024-02-23 01:37:41
1017007,01,911450,Geldautomaat,Unavailable,False,2024-02-23 01:37:41
1017008,01,911451,Geldautomaat,Unavailable,False,2024-02-23 01:37:42
1017009,01,911452,Geldautomaat,Unavailable,False,2024-02-23 01:37:42
1017009,02,610019,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:42
1017011,01,812816,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:43
1017011,02,812814,Geld storten en opnemen,Unavailable,False,2024-02-23 01:37:43
1017011,03,812815,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:43
1017011,04,611088,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:43
1017012,01,914750,Geldautomaat,Unavailable,False,2024-02-23 01:37:44
1018002,01,911009,Geldautomaat,Unavailable,False,2024-02-23 01:37:44
1018003,01,911010,Geldautomaat,Unavailable,False,2024-02-23 01:37:45
1018004,01,910138,Geldautomaat,Unavailable,False,2024-02-23 01:37:46
1018005,01,811066,Geld storten en opnemen,Unavailable,False,2024-02-23 01:37:46
1019001,01,912160,Geldautomaat,Unavailable,False,2024-02-23 01:37:47
1019004,01,812389,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:48
1019004,02,812821,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:48
1024001,01,910146,Geldautomaat,Unavailable,False,2024-02-23 01:37:48
1024002,01,920980,Geldautomaat,Unavailable,False,2024-02-23 01:37:49
1024004,01,811469,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:50
1025002,01,912151,Geldautomaat,Unavailable,False,2024-02-23 01:37:50
1025005,01,610938,Sealbag-automaat,Unavailable,False,2024-02-23 01:37:51
1025005,02,913574,Geldautomaat,Unavailable,False,2024-02-23 01:37:51
1031003,01,930091,Geldautomaat,Unavailable,False,2024-02-23 01:37:52
1031005,01,920404,Geldautomaat,Unavailable,False,2024-02-23 01:37:52
1031006,01,812538,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:53
1033002,01,914209,Geldautomaat,Unavailable,False,2024-02-23 01:37:53
1034001,01,920276,Geldautomaat,Unavailable,False,2024-02-23 01:37:54
1034002,01,811049,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:55
1035002,01,911978,Geldautomaat,Unavailable,False,2024-02-23 01:37:55
1035003,01,811274,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:56
1035004,01,913080,Geldautomaat,Unavailable,False,2024-02-23 01:37:56
1035005,01,812593,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:57
1051006,01,812429,Geld storten en opnemen,Unavailable,True,2024-02-23 01:37:58
1052001,01,911286,Geldautomaat,Unavailable,False,2024-02-23 01:37:58
1053003,01,911558,Geldautomaat,Unavailable,False,2024-02-23 01:37:59
1053005,01,811795,Geld storten en opnemen,Unavailable,False,2024-02-23 01:38:00
1053006,01,912024,Geldautomaat,Unavailable,False,2024-02-23 01:38:00
1053009,01,812931,Geld storten en opnemen,Unavailable,True,2024-02-23 01:38:01
1053009,02,920354,Geldautomaat,Unavailable,False,2024-02-23 01:38:01
1053009,03,611456,Sealbag-automaat,Unavailable,False,2024-02-23 01:38:01
1053010,01,812934,Geld storten en opnemen,Unavailable,True,2024-02-23 01:38:02
1053010,02,812936,Geld storten en opnemen,Unavailable,True,2024-02-23 01:38:02
1053010,03,812935,Geld storten en opnemen,Unavailable,True,2024-02-23 01:38:02
1053010,04,812933,Geld storten en opnemen,Unavailable,True,2024-02-23 01:38:02
