locatie_id,volgnummer,apparaat_id,type,status,statusReason,timestamp
1011001,01,611057,Sealbag-automaat,Available,False,2023-06-07 19:49:06
1011001,02,811798,Geld storten en opnemen,Available,True,2023-06-07 19:49:06
1011001,03,913830,Geldautomaat,Available,False,2023-06-07 19:49:06
1011002,01,911448,Geldautomaat,Available,False,2023-06-07 19:49:07
1011003,01,910117,Geldautomaat,Available,False,2023-06-07 19:49:07
1012001,01,812212,Geld storten en opnemen,Available,True,2023-06-07 19:49:08
1012002,01,810363,Geld storten en opnemen,Available,True,2023-06-07 19:49:09
1012006,01,914201,Geldautomaat,Available,False,2023-06-07 19:49:10
1012007,01,910127,Geldautomaat,Available,False,2023-06-07 19:49:10
1012009,01,910121,Geldautomaat,Available,False,2023-06-07 19:49:11
1012010,01,911433,Geldautomaat,Unavailable,False,2023-06-07 19:49:12
1012013,01,914711,Geldautomaat,Available,False,2023-06-07 19:49:13
1012013,02,812414,Geld storten en opnemen,Unavailable,False,2023-06-07 19:49:13
1012013,03,611347,Sealbag-automaat,Available,False,2023-06-07 19:49:13
1012014,01,812450,Geld storten en opnemen,Available,True,2023-06-07 19:49:13
1012014,02,812469,Geld storten en opnemen,Available,True,2023-06-07 19:49:13
1012015,01,611463,Sealbag-automaat,Available,False,2023-06-07 19:49:14
1012015,02,914867,Geldautomaat,Available,False,2023-06-07 19:49:14
1012017,01,812969,Geld storten en opnemen,Available,True,2023-06-07 19:49:15
1012017,02,812971,Geld storten en opnemen,Available,True,2023-06-07 19:49:15
1012017,03,812972,Geld storten en opnemen,Available,False,2023-06-07 19:49:15
1012017,04,812970,Geld storten en opnemen,Available,True,2023-06-07 19:49:15
1012018,01,914888,Geldautomaat,Available,False,2023-06-07 19:49:15
1013001,01,912155,Geldautomaat,Available,False,2023-06-07 19:49:16
1013002,01,910132,Geldautomaat,Available,False,2023-06-07 19:49:17
1013003,01,811960,Geld storten en opnemen,Available,True,2023-06-07 19:49:17
1013003,02,813033,Geld storten en opnemen,Available,True,2023-06-07 19:49:17
