"ID","data.city","data.id","data.devices","data.functionality","data.latitude","data.longitude","data.streetAddress","data.storeType","data.zip"
"Geldmaat_Locatie_IDs_V2","Den Haag","2573006","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, TRUE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(TRUE, TRUE), functionality = c(""Geld storten en opnemen"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""812074"", ""812173""), latitude = c(52.066805, 52.066805), location = c(""2573006"", ""2573006""), longitude = c(4.284563, 4.284563), openingHours = list(tu = list(""09:00-18:00"", ""09:00-18:00""), mo = list(""09:00-18:00"", ""09:00-18:00""), su = list(""00:00-00:00"", 
    ""00:00-00:00""), th = list(""09:00-18:00"", ""09:00-18:00""), fr = list(""09:00-18:00"", ""09:00-18:00""), we = list(""09:00-18:00"", ""09:00-18:00""), sa = list(""09:00-17:00"", ""09:00-17:00"")), storeType = c(""primera"", ""primera""), streetAddress = c(""Dierenselaan 97"", ""Dierenselaan 97""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2573KD"", ""2573KD""))","Geld storten en opnemen",52.066805,4.284563,"Dierenselaan 97","primera","2573KD"
"Geldmaat_Locatie_IDs_V2","Den Haag","2582001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912572"", latitude = 52.09426, location = ""2582001"", longitude = 4.277337, openingHours = list(tu = list(""07:00-22:00""), mo = list(""07:00-22:00""), su = list(""08:00-22:00""), th = list(""07:00-22:00""), fr = list(""07:00-22:00""), we = list(""07:00-22:00""), sa = list(""07:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Frederik Hendriklaan 80"", 
    withdrawableDenominations = list(""none""), zip = ""2582BE"")","Geldautomaat",52.09426,4.277337,"Frederik Hendriklaan 80","albertheijn","2582BE"
"Geldmaat_Locatie_IDs_V2","Den Haag","2582002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912573"", latitude = 52.090412, location = ""2582002"", longitude = 4.274607, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Frederik Hendriklaan 230"", withdrawableDenominations = list(
    ""EUR5""), zip = ""2582BM"")","Geldautomaat",52.090412,4.274607,"Frederik Hendriklaan 230","n/a","2582BM"
"Geldmaat_Locatie_IDs_V2","Den Haag","2582005","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""913273"", latitude = 52.09096, location = ""2582005"", longitude = 4.273836, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""08:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Willem De Zwijgerlaan 51-57"", 
    withdrawableDenominations = list(""none""), zip = ""2582EG"")","Geldautomaat",52.09096,4.273836,"Willem De Zwijgerlaan 51-57","albertheijn","2582EG"
"Geldmaat_Locatie_IDs_V2","Den Haag","2582006","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = TRUE, id = ""811443"", latitude = 52.090919, location = ""2582006"", longitude = 4.274127, openingHours = list(tu = list(""09:00-21:00""), mo = list(""09:00-21:00""), su = list(""12:00-17:00""), th = list(""09:00-21:00""), fr = list(""09:00-21:00""), we = list(""09:00-21:00""), sa = list(""09:00-18:00"")), storeType = ""generic"", streetAddress = ""Frederik Hendriklaan 217"", 
    withdrawableDenominations = list(""none""), zip = ""2582CB"")","Geld storten en opnemen",52.090919,4.274127,"Frederik Hendriklaan 217","generic","2582CB"
"Geldmaat_Locatie_IDs_V2","Den Haag","2582007","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(FALSE, TRUE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(FALSE, TRUE), functionality = c(""Sealbag-automaat"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""611403"", ""812648""), latitude = c(52.090847, 52.090847), location = c(""2582007"", ""2582007""), longitude = c(4.274686, 4.274686), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", 
    ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Willem de Zwijgerlaan 43"", ""Willem de Zwijgerlaan 43""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2582EG"", ""2582EG""))","c(""Sealbag-automaat"", ""Geld storten en opnemen"")",52.090847,4.274686,"Willem de Zwijgerlaan 43","n/a","2582EG"
"Geldmaat_Locatie_IDs_V2","Den Haag","2584001","list(deviceState = ""Unavailable"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912597"", latitude = 52.104178, location = ""2584001"", longitude = 4.276282, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Keizerstraat 342"", withdrawableDenominations = list(
    ""none""), zip = ""2584BP"")","Geldautomaat",52.104178,4.276282,"Keizerstraat 342","albertheijn","2584BP"
"Geldmaat_Locatie_IDs_V2","Den Haag","2585001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""810042"", latitude = 52.091484, location = ""2585001"", longitude = 4.304117, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Bankastraat 44"", withdrawableDenominations = list(
    ""none""), zip = ""2585EN"")","Geld storten en opnemen",52.091484,4.304117,"Bankastraat 44","n/a","2585EN"
"Geldmaat_Locatie_IDs_V2","Den Haag","2585002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911402"", latitude = 52.091929, location = ""2585002"", longitude = 4.30415, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Sumatrastraat 2"", withdrawableDenominations = list(
    ""none""), zip = ""2585CS"")","Geldautomaat",52.091929,4.30415,"Sumatrastraat 2","albertheijn","2585CS"
"Geldmaat_Locatie_IDs_V2","Den Haag","2586001","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""913853"", latitude = 52.1146, location = ""2586001"", longitude = 4.28462, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Gevers Deynootweg 1134"", withdrawableDenominations = list(
    ""EUR5""), zip = ""2586BX"")","Geldautomaat",52.1146,4.28462,"Gevers Deynootweg 1134","n/a","2586BX"
"Geldmaat_Locatie_IDs_V2","Den Haag","2586002","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""913854"", latitude = 52.11417, location = ""2586002"", longitude = 4.28209, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Strandweg 39"", withdrawableDenominations = list(
    ""none""), zip = ""2586JL"")","Geldautomaat",52.11417,4.28209,"Strandweg 39","n/a","2586JL"
"Geldmaat_Locatie_IDs_V2","Den Haag","2587001","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""913931"", latitude = 52.11247, location = ""2587001"", longitude = 4.28356, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Kurhausweg 2"", withdrawableDenominations = list(
    ""none""), zip = ""2587RT"")","Geldautomaat",52.11247,4.28356,"Kurhausweg 2","n/a","2587RT"
"Geldmaat_Locatie_IDs_V2","Den Haag","2587002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911908"", latitude = 52.111772, location = ""2587002"", longitude = 4.287656, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""08:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Amsterdamsestraat 9"", withdrawableDenominations = list(
    ""none""), zip = ""2587CN"")","Geldautomaat",52.111772,4.287656,"Amsterdamsestraat 9","albertheijn","2587CN"
"Geldmaat_Locatie_IDs_V2","Den Haag","2587004","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = TRUE, id = ""811663"", latitude = 52.110713, location = ""2587004"", longitude = 4.290538, openingHours = list(tu = list(""08:30-18:00""), mo = list(""08:30-18:00""), su = list(""00:00-00:00""), th = list(""08:30-18:00""), fr = list(""08:30-18:00""), we = list(""08:30-18:00""), sa = list(""08:30-17:00"")), storeType = ""primera"", streetAddress = ""Gentsestraat 56a"", 
    withdrawableDenominations = list(""none""), zip = ""2587HV"")","Geld storten en opnemen",52.110713,4.290538,"Gentsestraat 56a","primera","2587HV"
"Geldmaat_Locatie_IDs_V2","Den Haag","2592001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(TRUE, FALSE), functionality = c(""Geld storten en opnemen"", ""Geldautomaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""810069"", ""914139""), latitude = c(52.09211, 52.09211), location = c(""2592001"", ""2592001""), longitude = c(4.35821, 4.35821), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Het Kleine Loo 390"", ""Het Kleine Loo 390""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2592CK"", ""2592CK""))","c(""Geld storten en opnemen"", ""Geldautomaat"")",52.09211,4.35821,"Het Kleine Loo 390","n/a","2592CK"
"Geldmaat_Locatie_IDs_V2","Den Haag","2592002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911427"", latitude = 52.091815, location = ""2592002"", longitude = 4.356701, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-21:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Het Kleine Loo 342"", withdrawableDenominations = list(
    ""none""), zip = ""2592CK"")","Geldautomaat",52.091815,4.356701,"Het Kleine Loo 342","albertheijn","2592CK"
"Geldmaat_Locatie_IDs_V2","Den Haag","2593001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(FALSE, TRUE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(FALSE, TRUE), functionality = c(""Geldautomaat"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""913968"", ""812669""), latitude = c(52.08603, 52.08603), location = c(""2593001"", ""2593001""), longitude = c(4.33632, 4.33632), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Theresiastraat 180"", ""Theresiastraat 180""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2593AV"", ""2593AV""))","c(""Geldautomaat"", ""Geld storten en opnemen"")",52.08603,4.33632,"Theresiastraat 180","n/a","2593AV"
"Geldmaat_Locatie_IDs_V2","Den Haag","2593002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911539"", latitude = 52.083919, location = ""2593002"", longitude = 4.332273, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""10:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Theresiastraat 75"", withdrawableDenominations = list(
    ""none""), zip = ""2593AB"")","Geldautomaat",52.083919,4.332273,"Theresiastraat 75","albertheijn","2593AB"
"Geldmaat_Locatie_IDs_V2","Den Haag","2593003","list(deviceState = ""Available"", audioGuidance = FALSE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911540"", latitude = 52.08546, location = ""2593003"", longitude = 4.33568, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Theresiastraat 115"", withdrawableDenominations = list(
    ""none""), zip = ""2593AE"")","Geldautomaat",52.08546,4.33568,"Theresiastraat 115","n/a","2593AE"
"Geldmaat_Locatie_IDs_V2","Den Haag","2593005","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812701"", latitude = 52.083501, location = ""2593005"", longitude = 4.331385, openingHours = list(tu = list(""08:30-18:00""), mo = list(""08:30-18:00""), su = list(""00:00-00:00""), th = list(""08:30-18:00""), fr = list(""08:30-18:00""), we = list(""08:30-18:00""), sa = list(""09:00-17:00"")), storeType = ""primera"", streetAddress = ""Theresiastraat 53"", 
    withdrawableDenominations = list(""none""), zip = ""2593AA"")","Geld storten en opnemen",52.083501,4.331385,"Theresiastraat 53","primera","2593AA"
"Geldmaat_Locatie_IDs_V2","Den Haag","2595001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, TRUE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(TRUE, TRUE), functionality = c(""Geld storten en opnemen"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""810088"", ""810087""), latitude = c(52.08156, 52.08156), location = c(""2595001"", ""2595001""), longitude = c(4.32176, 4.32176), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", 
    ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Koningin Julianaplein 2"", ""Koningin Julianaplein 2""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2595AA"", ""2595AA""))","Geld storten en opnemen",52.08156,4.32176,"Koningin Julianaplein 2","n/a","2595AA"
"Geldmaat_Locatie_IDs_V2","Den Haag","2595002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""914041"", latitude = 52.082153, location = ""2595002"", longitude = 4.324539, openingHours = list(tu = list(""07:00-21:00""), mo = list(""07:00-21:00""), su = list(""10:00-21:00""), th = list(""07:00-21:00""), fr = list(""07:00-21:00""), we = list(""07:00-21:00""), sa = list(""07:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Koningin Julianaplein 104-106"", 
    withdrawableDenominations = list(""none""), zip = ""2595AA"")","Geldautomaat",52.082153,4.324539,"Koningin Julianaplein 104-106","albertheijn","2595AA"
"Geldmaat_Locatie_IDs_V2","Den Haag","2596001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""810078"", latitude = 52.09366, location = ""2596001"", longitude = 4.312717, openingHours = list(tu = list(""00:00-00:00""), mo = list(""00:00-00:00""), su = list(""00:00-00:00""), th = list(""00:00-00:00""), fr = list(""00:00-00:00""), we = list(""00:00-00:00""), sa = list(""00:00-00:00"")), storeType = ""n/a"", streetAddress = ""Carel Van Bylandtlaan 16"", 
    withdrawableDenominations = list(""none""), zip = ""2596HR"")","Geld storten en opnemen",52.09366,4.312717,"Carel Van Bylandtlaan 16","n/a","2596HR"
"Geldmaat_Locatie_IDs_V2","Den Haag","2596002","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, TRUE), city = c(""Den Haag"", ""Den Haag""), depositStatus = c(TRUE, TRUE), functionality = c(""Geld storten en opnemen"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""810047"", ""810048""), latitude = c(52.09371, 52.09371), location = c(""2596002"", ""2596002""), longitude = c(4.32369, 4.32369), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", 
    ""07:00-23:00""), th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Wassenaarseweg 101"", ""Wassenaarseweg 101""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2596CM"", ""2596CM""))","Geld storten en opnemen",52.09371,4.32369,"Wassenaarseweg 101","n/a","2596CM"
"Geldmaat_Locatie_IDs_V2","Den Haag","2596003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910641"", latitude = 52.090309, location = ""2596003"", longitude = 4.320463, openingHours = list(tu = list(""08:00-21:00""), mo = list(""08:00-21:00""), su = list(""09:00-21:00""), th = list(""08:00-21:00""), fr = list(""08:00-21:00""), we = list(""08:00-21:00""), sa = list(""08:00-21:00"")), storeType = ""albertheijn"", streetAddress = ""Weissenbruchstraat 116"", 
    withdrawableDenominations = list(""none""), zip = ""2596GK"")","Geldautomaat",52.090309,4.320463,"Weissenbruchstraat 116","albertheijn","2596GK"
"Geldmaat_Locatie_IDs_V2","Den Haag","2597001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""812214"", latitude = 52.1071, location = ""2597001"", longitude = 4.3188, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""generic"", streetAddress = ""Oude Waalsdorperweg 10"", 
    withdrawableDenominations = list(""none""), zip = ""2597AK"")","Geld storten en opnemen",52.1071,4.3188,"Oude Waalsdorperweg 10","generic","2597AK"
"Geldmaat_Locatie_IDs_V2","Den Haag","2597002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = TRUE, functionality = ""Geld storten en opnemen"", geldmaatPlus = FALSE, id = ""810067"", latitude = 52.10475, location = ""2597002"", longitude = 4.3239, openingHours = list(tu = list(""07:00-23:00""), mo = list(""07:00-23:00""), su = list(""07:00-23:00""), th = list(""07:00-23:00""), fr = list(""07:00-23:00""), we = list(""07:00-23:00""), sa = list(""07:00-23:00"")), storeType = ""n/a"", streetAddress = ""Willem Royaardsplein 1"", 
    withdrawableDenominations = list(""none""), zip = ""2597GS"")","Geld storten en opnemen",52.10475,4.3239,"Willem Royaardsplein 1","n/a","2597GS"
"Geldmaat_Locatie_IDs_V2","Den Haag","2597003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Den Haag"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""911424"", latitude = 52.104668, location = ""2597003"", longitude = 4.323893, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-21:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Theo Mann-Bouwmeesterlaan 9"", 
    withdrawableDenominations = list(""none""), zip = ""2597GV"")","Geldautomaat",52.104668,4.323893,"Theo Mann-Bouwmeesterlaan 9","albertheijn","2597GV"
"Geldmaat_Locatie_IDs_V2","Delft","2611001","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, TRUE), city = c(""Delft"", ""Delft""), depositStatus = c(FALSE, TRUE), functionality = c(""Geldautomaat"", ""Geld storten en opnemen""), geldmaatPlus = c(FALSE, FALSE), id = c(""914696"", ""811802""), latitude = c(52.01144, 52.01144), location = c(""2611001"", ""2611001""), longitude = c(4.35938, 4.35938), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Markt 55"", ""Markt 55""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2611GR"", ""2611GR""))","c(""Geldautomaat"", ""Geld storten en opnemen"")",52.01144,4.35938,"Markt 55","n/a","2611GR"
"Geldmaat_Locatie_IDs_V2","Delft","2611002","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Delft"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912241"", latitude = 52.009665, location = ""2611002"", longitude = 4.360747, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-20:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Brabantse Turfmarkt 33-43"", 
    withdrawableDenominations = list(""none""), zip = ""2611CL"")","Geldautomaat",52.009665,4.360747,"Brabantse Turfmarkt 33-43","albertheijn","2611CL"
"Geldmaat_Locatie_IDs_V2","Delft","2611003","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Delft"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""912242"", latitude = 52.013091, location = ""2611003"", longitude = 4.358426, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Choorstraat 35"", withdrawableDenominations = list(
    ""none""), zip = ""2611JE"")","Geldautomaat",52.013091,4.358426,"Choorstraat 35","albertheijn","2611JE"
"Geldmaat_Locatie_IDs_V2","Delft","2611005","list(deviceState = c(""Available"", ""Available""), audioGuidance = c(TRUE, FALSE), city = c(""Delft"", ""Delft""), depositStatus = c(TRUE, FALSE), functionality = c(""Geld storten en opnemen"", ""Sealbag-automaat""), geldmaatPlus = c(FALSE, FALSE), id = c(""812980"", ""611468""), latitude = c(52.010623, 52.010623), location = c(""2611005"", ""2611005""), longitude = c(4.354971, 4.354971), openingHours = list(tu = list(""07:00-23:00"", ""07:00-23:00""), mo = list(""07:00-23:00"", ""07:00-23:00""), su = list(""07:00-23:00"", ""07:00-23:00""), 
    th = list(""07:00-23:00"", ""07:00-23:00""), fr = list(""07:00-23:00"", ""07:00-23:00""), we = list(""07:00-23:00"", ""07:00-23:00""), sa = list(""07:00-23:00"", ""07:00-23:00"")), storeType = c(""n/a"", ""n/a""), streetAddress = c(""Phoenixstraat 28"", ""Phoenixstraat 28""), withdrawableDenominations = list(""none"", ""none""), zip = c(""2611AL"", ""2611AL""))","c(""Sealbag-automaat"", ""Geld storten en opnemen"")",52.010623,4.354971,"Phoenixstraat 28","n/a","2611AL"
"Geldmaat_Locatie_IDs_V2","Delft","2611007","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Delft"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""914821"", latitude = 52.009733, location = ""2611007"", longitude = 4.36397, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""Bastiaanpoort 7"", withdrawableDenominations = list(
    ""none""), zip = ""2611MC"")","Geldautomaat",52.009733,4.36397,"Bastiaanpoort 7","albertheijn","2611MC"
"Geldmaat_Locatie_IDs_V2","Delft","2613001","list(deviceState = ""Available"", audioGuidance = TRUE, city = ""Delft"", depositStatus = FALSE, functionality = ""Geldautomaat"", geldmaatPlus = FALSE, id = ""910640"", latitude = 52.013958, location = ""2613001"", longitude = 4.342561, openingHours = list(tu = list(""08:00-22:00""), mo = list(""08:00-22:00""), su = list(""09:00-22:00""), th = list(""08:00-22:00""), fr = list(""08:00-22:00""), we = list(""08:00-22:00""), sa = list(""08:00-22:00"")), storeType = ""albertheijn"", streetAddress = ""W.H. Van Leeuwenlaan 1"", withdrawableDenominations = list(
    ""none""), zip = ""2613ZE"")","Geldautomaat",52.013958,4.342561,"W.H. Van Leeuwenlaan 1","albertheijn","2613ZE"
